Requirement Text,Class,Sub-Type,Ambiguity
System shall use two levels of security: ATM card and PIN verification authenticated by CMS software.,NFR,Functional,Non-Ambiguous
Encryption standard during PIN transmission shall be triple DES.,NFR,Security,Non-Ambiguous
Passwords shall be 6-14 characters long and not contain the user's name.,NFR,Security,Non-Ambiguous
"Passwords can include digits, hyphens, and underscores.",NFR,Security,Non-Ambiguous
User shall be allowed up to three login attempts before the card is blocked.,NFR,Security,Non-Ambiguous
Security camera shall be installed near the ATM.,NFR,Functional,Non-Ambiguous
Cash vault shall be secured with a combination lock.,NFR,Security,Non-Ambiguous
ATM cabinet cover shall be made of fiberglass for security purposes.,NFR,Functional,Non-Ambiguous
"System components such as modem, memory, disk, and drives shall be easily serviceable without vault access.",NFR,Performance,Non-Ambiguous
System shall have self-monitoring to detect faults periodically.,NFR,Functional,Non-Ambiguous
"System shall automatically inform the main branch of detected errors, including fault type and problem.",NFR,Functional,Non-Ambiguous
"Administrator shall have authority to set rules, regulations, and policies.",NFR,Legal,Non-Ambiguous
Bank staff shall make entries regarding user bank account details.,NFR,Functional,Non-Ambiguous
Staff shall keep user bank accounts updated and consistent.,NFR,Functional,Non-Ambiguous
Staff shall block accounts with illegal transactions or lost/stolen ATM cards upon proper verification.,NFR,Legal,Non-Ambiguous
Staff shall unblock ATM cards blocked after three failed login attempts.,NFR,Security,Non-Ambiguous
Staff shall monitor all city ATMs for faults and correct any issues immediately.,NFR,Functional,Non-Ambiguous
Staff shall maintain account backups for reliability and rollback changes during abnormal shutdowns.,NFR,Maintainability,Non-Ambiguous
User must file a First Information Report (FIR) and present a copy for card blocking in case of lost ATM card.,NFR,Maintainability,Non-Ambiguous
"System shall generate logs of user bank account details, account updates with date, time, and changes, and fixed asset schedules.",NFR,Functional,Non-Ambiguous
User shall be able to enter URL to access the homepage.,FR,Functional,Non-Ambiguous
User shall be able to receive an error message if the server is busy or under maintenance.,FR,Functional,Non-Ambiguous
"User shall be able to sign up by entering their name, email, contact number, and password, receiving a confirmation code on their contact number.",FR,Functional,Non-Ambiguous
User shall be able to log in with their email and password and receive a message indicating successful sign-in.,FR,Functional,Non-Ambiguous
User shall be able to search for categories by video name or type.,FR,Functional,Non-Ambiguous
User shall be able to click on subcategories and videos to view all videos related to a specific category.,FR,Functional,Non-Ambiguous
User shall be able to download videos by clicking the download button and view them afterward.,FR,Functional,Non-Ambiguous
"User shall be able to add videos to their list by clicking ""Add to Mylist"" and view them on the Mylist page.",FR,Functional,Non-Ambiguous
"User shall be able to subscribe by entering bank name, card number, and one-time password, and receive confirmation of successful subscription.",FR,Functional,Non-Ambiguous
User shall be able to view video details such as video length and size by entering the video name.,FR,Functional,Non-Ambiguous
User shall be able to search for job opportunities in Netflix.,FR,Functional,Non-Ambiguous
"User shall be able to submit feedback by entering their name, address, contact number, and feedback, and receive confirmation of successful submission.",FR,Functional,Non-Ambiguous
"User shall be able to choose video quality by entering the desired quality level, such as 320p, 480p, 720p, or 1080p, and view the video in that quality.",FR,Functional,Non-Ambiguous
"User shall be able to save videos offline in the mobile app by clicking ""Save Offline"" and receive confirmation that the video was saved.",FR,Functional,Non-Ambiguous
User shall be able to mark videos as favorite and view them on the favorites page.,FR,Functional,Non-Ambiguous
"User shall be able to view the latest movies and television shows by clicking ""Latest.""",FR,Functional,Non-Ambiguous
"User shall be able to view trailers of upcoming shows and movies by clicking ""Upcoming.""",FR,Functional,Non-Ambiguous
User shall be able to select a channel and view content from that channel.,FR,Functional,Non-Ambiguous
User shall be able to provide ratings for videos by clicking on ratings and receive confirmation that the rating was submitted.,FR,Functional,Non-Ambiguous
"User shall be able to receive help with queries by clicking ""Help"" and receive assistance.",FR,Functional,Non-Ambiguous
User shall be able to reset their password if they forgot it by following the password reset process.,FR,Functional,Non-Ambiguous
"User shall be able to connect their account to Facebook, Twitter, and Instagram.",FR,Functional,Non-Ambiguous
Administrator shall be able to add or upload videos and receive confirmation of successful upload.,FR,Functional,Non-Ambiguous
Administrator shall be able to remove videos by entering the video name and receive confirmation of successful removal.,FR,Functional,Non-Ambiguous
Administrator shall be able to manage queries regarding videos and respond to user queries.,FR,Functional,Non-Ambiguous
"Administrator shall be able to save contact details such as number, address, and pin code and display a ""Contact Us"" button.",FR,Functional,Non-Ambiguous
Administrator shall be able to handle complaints regarding content by providing solutions or forwarding the issue to the related department and communicating the solution to the user.,FR,Functional,Non-Ambiguous
Administrator shall be able to cancel subscriptions and receive confirmation of successful cancellation.,FR,Functional,Non-Ambiguous
Administrator shall be able to arrange videos in their respective categories in the database.,FR,Functional,Non-Ambiguous
The subscription will end if the user does not respond to the subscription package within the allotted time frame.,NFR,Functional,Non-Ambiguous
"The system shall display ""video not found"" if the requested video is not available.",NFR,Availability,Non-Ambiguous
New videos shall be uploaded daily.,NFR,Functional,Non-Ambiguous
Subscription packages shall have a duration of one month.,NFR,Functional,Non-Ambiguous
Netflix shall be available 24 hours a day.,NFR,Availability,Non-Ambiguous
User accessibility shall be censured in all ways.,NFR,Functional,Non-Ambiguous
Users are advised to change their passwords regularly and not share their user ID and password with anyone.,NFR,Security,Non-Ambiguous
Users shall be limited to three attempts to enter their password.,NFR,Security,Non-Ambiguous
The website shall focus on software quality attributes such as security and performance.,NFR,Performance,Non-Ambiguous
Only maintainers are allowed to add new videos to the website.,NFR,Maintainability,Non-Ambiguous
The website must be capable of storing all data formats and should frequently connect to the database or be database sensitive.,NFR,Functional,Ambiguous
"Users shall be able to view the profiles of doctors within the PRACTO network and fetch their complete profiles in a single request, returning multiple results for convenient search.",FR,Functional,Ambiguous
"Users shall be able to search for PRACTO services in a particular city or their current location, as well as find doctors by name, specialization, and locality, as well as search for nearby clinics, gyms, spas, salons, and healthcare centers.",FR,Functional,Non-Ambiguous
"Users shall be able to consult with doctors remotely by asking queries online, which can be answered by doctors or assured anonymous users, with the ability to choose the best solution from multiple answers.",FR,Functional,Ambiguous
Users shall be able to register with PRACTO using valid information and log in using their credentials to access PRACTO services.,FR,Functional,Non-Ambiguous
Users shall be able to find and book appointments with doctors for checkups or treatments.,FR,Functional,Non-Ambiguous
"Doctors shall be able to log in to check patient information, answer patient queries, perform daily activities, set reminders, and communicate with their staff.",FR,Functional,Non-Ambiguous
"Users shall be able to contact doctors through email, phone calls, or SMS, providing accurate information for their queries.",FR,Functional,Non-Ambiguous
Performance requirements The capability of the computer depends on the performance of the software. The software can take any number of inputs provided the database size is larger enough. This would depend on the available memory space.,NFR,Performance,Non-Ambiguous
The system shall allow users to create accounts and log in to the server.,FR,Functional,Non-Ambiguous
The system shall allow users to create new scores.,FR,Functional,Non-Ambiguous
The system shall allow users to delete scores they own.,FR,Functional,Non-Ambiguous
The system shall allow users to rename scores they own.,FR,Functional,Non-Ambiguous
The system shall allow users to grant other users permission to modify scores they own.,FR,Functional,Non-Ambiguous
The system shall allow users to add musical notes and rests to a score using the mouse.,FR,Functional,Non-Ambiguous
The system shall allow users to add sharps and flats to music using the mouse.,FR,Functional,Non-Ambiguous
The system shall allow users to add multiple lines of music to a score.,FR,Functional,Ambiguous
The system shall support the use of key signatures in scores.,FR,Functional,Non-Ambiguous
The system shall allow users to edit scores using the keyboard.,FR,Functional,Non-Ambiguous
The system shall allow multiple users to edit a score simultaneously and gracefully handle any conflicts.,FR,Functional,Ambiguous
The system shall automatically delineate measures within a score.,FR,Functional,Non-Ambiguous
The system shall allow users to chat with other users who are collaborating on a score.,FR,Functional,Non-Ambiguous
The system shall allow users to change the tempo of the music within a score.,FR,Functional,Non-Ambiguous
The system shall allow users to select different clefs for a score.,FR,Functional,Non-Ambiguous
The system shall support the addition of chords to a score.,FR,Functional,Non-Ambiguous
"The system shall include ""legality"" checks to ensure user-placed notes adhere to musical rules.",FR,Functional,Non-Ambiguous
"The system shall include ""grammar"" checks to ensure proper placement of slurs and ties.",FR,Functional,Non-Ambiguous
The system shall allow users to convert a score to a playable format.,FR,Functional,Non-Ambiguous
The system shall highlight the currently playing notes during playback.,FR,Functional,Non-Ambiguous
The system shall provide temporary color-coded highlighting to show edits and changes made by other users.,FR,Functional,Non-Ambiguous
The system shall allow users to import MIDI files.,FR,Functional,Non-Ambiguous
The system shall allow users to export scores to a visual format.,FR,Functional,Non-Ambiguous
The system shall allow users to print musical scores.,FR,Functional,Non-Ambiguous
The system shall allow users to create scores with multiple sheets for different instruments.,FR,Functional,Ambiguous
"The system shall allow users to compare two versions of a score side-by-side, differentiated by measure.",FR,Functional,Non-Ambiguous
The system should be secure to protect user data and prevent unauthorized access.,NFR,Security,Ambiguous
The system should be responsive and handle edits and playback smoothly.,NFR,Functional,Ambiguous
The system should be able to handle a growing number of users and scores.,NFR,Performance,Ambiguous
The system should be easy to learn and use for users with varying levels of musical experience.,NFR,Functional,Ambiguous
The system shall be compatible with a supported operating system (Windows or macOS) and meet the minimum hardware specifications for Adobe Illustrator to function properly.,FR,Functional,Non-Ambiguous
The system shall meet the minimum requirements to allow for successful activation of Adobe Illustrator and access to all features.,FR,Functional,Non-Ambiguous
The system shall have sufficient hardware resources to support all functionalities of Adobe Illustrator without limitations due to insufficient hardware.,FR,Functional,Non-Ambiguous
Adobe Illustrator shall support both Intel and AMD processors.,FR,Functional,Non-Ambiguous
Adobe Illustrator shall be compatible with a minimum processor of Intel Pentium 4 or AMD Athlon 64.,FR,Functional,Non-Ambiguous
Adobe Illustrator shall require a 64-bit version of the operating system.,FR,Functional,Non-Ambiguous
Adobe Illustrator shall function with a minimum of 8 GB of RAM.,FR,Functional,Non-Ambiguous
The system shall have at least 2 GB of available hard-disk space to install Adobe Illustrator.,FR,Functional,Non-Ambiguous
The graphics card shall support OpenGL version 4.x.,FR,Functional,Non-Ambiguous
The computer shall have a processor that supports 64-bit architecture (multicore Intel or AMD Athlon 64).,FR,Functional,Non-Ambiguous
"The software shall support touch interaction with the interface using fingers or a stylus for actions like drawing, manipulating objects, and adjusting tools.",FR,Functional,Non-Ambiguous
The software shall utilize pressure applied on the touch-screen to vary line weight during drawing.,FR,Functional,Non-Ambiguous
The software shall allow users to adjust the size and angle of brushes on the touch-screen.,FR,Functional,Non-Ambiguous
The software shall recognize gestures like pinch-to-zoom for manipulating objects on the canvas.,FR,Functional,Non-Ambiguous
The graphics card shall support OpenGL version 4.0 or higher (minimum requirement).,FR,Functional,Non-Ambiguous
The graphics card shall support features utilizing GPU Performance (optional).,FR,Functional,Non-Ambiguous
The software activation process shall allow users to access and use their licensed copy of Adobe Illustrator CC with all its features and functionalities.,FR,Functional,Non-Ambiguous
Adobe Creative Cloud shall provide access to Adobe Illustrator CC during the activation process.,FR,Functional,Non-Ambiguous
The system shall respond to user input from drawing tools with high speed and responsiveness.,FR,Functional,Non-Ambiguous
The system shall handle complex projects and large files without lag or slowdown.,FR,Functional,Non-Ambiguous
The system shall render complex graphics and enable smooth on-screen navigation.,FR,Functional,Non-Ambiguous
The application shall perform smoothly with minimal lag or crashes during regular usage.,NFR,Functional,Ambiguous
The application shall render images and effects efficiently to maintain a productive workflow.,NFR,Maintainability,Non-Ambiguous
The application shall operate without unexpected crashes or errors during use.,NFR,Functional,Non-Ambiguous
Adobe Illustrator shall achieve smooth operation and optimal performance.,NFR,Performance,Non-Ambiguous
The minimum processor clock speed shall be 2 GHz.,NFR,Performance,Non-Ambiguous
Adobe Illustrator shall support Apple Silicon (M1 and M2) processors starting from Datylon for Illustrator R46 onwards.,NFR,Usability,Non-Ambiguous
Apple Silicon processors shall offer enhanced performance and power efficiency.,NFR,Performance,Non-Ambiguous
"For optimal performance, Adobe Illustrator shall recommend a minimum of 16 GB of RAM.",NFR,Performance,Non-Ambiguous
"Increased RAM shall improve the software's ability to handle complex projects, multiple layers, and large file sizes.",NFR,Functional,Ambiguous
"Adequate RAM shall enable faster rendering, smoother zooming, and an overall improved user experience.",NFR,Performance,Ambiguous
"More RAM shall allow Illustrator to handle extensive use of drawing tools, complex vector illustrations, and advanced effects without significant lag or slowdown.",NFR,Functional,Non-Ambiguous
"During installation, the system shall have additional free space available beyond the minimum requirement.",NFR,Usability,Non-Ambiguous
Adobe Illustrator shall not be installed on a volume with a case-sensitive file system.,NFR,Functional,Non-Ambiguous
The graphics card should have at least 1 GB of VRAM and support OpenGL version 4.0 for enabling GPU Performance (optional feature for enhanced performance with graphic-intensive tasks).,NFR,Performance,Ambiguous
"The system shall provide a smooth user experience, which can be improved by a compatible graphics card.",NFR,Functional,Non-Ambiguous
The system shall render complex projects faster with a compatible graphics card.,NFR,Performance,Non-Ambiguous
Adobe Illustrator shall run smoothly and efficiently on a system that meets the 64-bit requirements.,NFR,Usability,Non-Ambiguous
The user experience with Adobe Illustrator shall be enhanced by meeting the 64-bit requirements.,NFR,Usability,Non-Ambiguous
Adobe Illustrator shall handle more complex projects when 64-bit support is implemented.,NFR,Maintainability,Non-Ambiguous
Adobe Illustrator shall provide access to advanced features and functionality with 64-bit support.,NFR,Maintainability,Non-Ambiguous
The software interface shall be designed to provide a more intuitive and natural drawing experience for users with a touch-screen enabled tablet/monitor.,NFR,Usability,Non-Ambiguous
The software shall allow users to create precise and intricate designs more easily with a touch-screen enabled tablet/monitor.,NFR,Functional,Non-Ambiguous
The graphics card may improve overall performance and user experience.,NFR,Performance,Non-Ambiguous
The graphics card should have at least 1 GB of VRAM for optimal performance (optional).,NFR,Performance,Ambiguous
The graphics card should ensure smoother and faster operation for graphic rendering and complex vector calculations (benefit).,NFR,Performance,Ambiguous
The graphics card compatibility with minimum requirements shall allow full utilization of Adobe Illustrator's capabilities (benefit).,NFR,Usability,Non-Ambiguous
"Adobe Creative Cloud shall offer seamless updates for Adobe Illustrator CC, ensuring users automatically receive the latest versions with new features and bug fixes.",NFR,Functional,Non-Ambiguous
"Adobe Creative Cloud shall provide users with access to other Adobe creative applications (e.g., Photoshop, Premiere) to enhance their creative workflow by enabling seamless integration.",NFR,Functional,Non-Ambiguous
The system shall utilize a high-performance CPU to improve the speed and responsiveness of drawing tools.,NFR,Performance,Non-Ambiguous
The system shall have adequate RAM to handle complex projects and large files without lag or slowdown.,NFR,Functional,Ambiguous
The system shall support a dedicated graphics card (GPU) for rendering complex graphics and smooth on-screen navigation.,NFR,Maintainability,Non-Ambiguous
The system shall provide a high-quality display with accurate color reproduction and high resolution.,NFR,Usability,Non-Ambiguous
The system may support a touch-screen-enabled tablet or monitor for a more intuitive and natural drawing experience.,NFR,Usability,Non-Ambiguous
User shall be able to efficiently store and retrieve data in MySQL databases.,FR,Functional,Non-Ambiguous
System shall support SQL for querying and manipulating data.,FR,Functional,Non-Ambiguous
User shall be able to manage transactions in MySQL to ensure data integrity.,FR,Functional,Non-Ambiguous
"System shall include schema definition, data manipulation, transaction management, concurrency control, indexing, query optimization, backup and recovery, monitoring, and maintenance.",FR,Functional,Non-Ambiguous
User shall be able to access secure authentication mechanisms for controlling access to databases.,FR,Functional,Non-Ambiguous
System shall encrypt sensitive data to prevent unauthorized access.,FR,Functional,Non-Ambiguous
User shall be able to use role-based access control to grant permissions to users.,FR,Functional,Non-Ambiguous
System shall provide tools for database backup and restoration.,FR,Functional,Non-Ambiguous
User shall be able to use automated backup scheduling for ensuring data availability.,FR,Functional,Non-Ambiguous
System shall enable point-in-time recovery to restore databases to specific states.,FR,Functional,Non-Ambiguous
"User shall be able to interact with databases using multiple interfaces such as the Command-Line Interface (CLI), Graphical User Interface (GUI) tools like MySQL Workbench, and Application Programming Interfaces (APIs) for various programming languages.",NFR,Usability,Ambiguous
System shall provide accessibility features to accommodate users with disabilities and support multiple languages for international users.,NFR,Maintainability,Ambiguous
User shall benefit from MySQL's support for replication to ensure data redundancy and fault tolerance.,NFR,Maintainability,Non-Ambiguous
System shall maintain database availability through failover mechanisms in case of server failures.,NFR,Maintainability,Non-Ambiguous
"User shall receive adherence to SLAs for uptime and performance, including monitoring of database performance and alerts for potential issues.",NFR,Performance,Non-Ambiguous
System shall optimize query execution for performance improvement using indexing and caching mechanisms to enhance query response times.,NFR,Performance,Non-Ambiguous
User shall experience support for both horizontal and vertical scaling in MySQL to accommodate growing data volumes and user loads.,NFR,Maintainability,Non-Ambiguous
"System shall encrypt data at rest and in transit to protect against unauthorized access, adhering to industry standards and regulations.",NFR,Security,Non-Ambiguous
"User shall have access to auditing features in MySQL to track database access and modifications, including the generation of audit logs for compliance and security purposes.",NFR,Legal,Non-Ambiguous
"System shall offer comprehensive documentation for installation, configuration, and usage, as well as troubleshooting guides and FAQs for resolving common issues.",NFR,Usability,Non-Ambiguous
"User shall use MySQL subject to the terms of the GNU General Public License (GPL), with options for commercial licenses for additional features, support, and legal assurances.",NFR,Maintainability,Non-Ambiguous
"System shall require users to comply with applicable laws and regulations governing data privacy, security, and intellectual property rights, including legal notices related to licensing, copyrights, trademarks, and usage restrictions in production environments.",NFR,Security,Non-Ambiguous
Students shall be able to choose courses.,FR,Functional,Non-Ambiguous
Students shall be able to attend lectures at the scheduled time or view them later on request.,FR,Functional,Non-Ambiguous
"Students shall be able to view their attendance records, progress reports, etc.",FR,Functional,Ambiguous
"Students shall be able to participate in forums, blogs, and discussions.",FR,Functional,Non-Ambiguous
Students shall be able to take quizzes.,FR,Functional,Non-Ambiguous
Faculties shall be able to conduct lectures.,FR,Functional,Non-Ambiguous
"Faculties shall be able to upload assignments, announcements, and answer sheets.",FR,Functional,Non-Ambiguous
"Faculties shall be able to upload lectures and discussions in various formats (videos, presentations, etc.).",FR,Functional,Ambiguous
"Faculties shall be able to upload and download assignments, college notices, student notices, journals, and videos.",FR,Functional,Non-Ambiguous
"Faculties shall be able to participate in forums, blogs, and discussions.",FR,Functional,Non-Ambiguous
"Administrator shall be able to generate reports, log files, and backup/recover data at any time.",FR,Functional,Non-Ambiguous
"Administrator shall be able to create users, departments, and courses.",FR,Functional,Non-Ambiguous
"Dean shall be able to view details of all users (students, faculty, etc.).",FR,Functional,Ambiguous
The system shall only allow registered users to access courses.,FR,Functional,Non-Ambiguous
The system shall require a valid user ID and password for access.,FR,Functional,Non-Ambiguous
"The system shall allow students to choose courses and view their attendance records, grades, etc.",FR,Functional,Ambiguous
The system shall allow students to share resources through forums.,FR,Functional,Non-Ambiguous
"The system shall allow faculty to upload course materials (syllabus, lesson plans, notes, etc.) and question banks.",FR,Functional,Ambiguous
The system shall send alerts to students about upcoming quiz deadlines.,FR,Functional,Non-Ambiguous
The system shall be available 24/7.,FR,Functional,Non-Ambiguous
The e-learning tool shall be compatible with both Windows and Linux operating systems.,NFR,Functional,Non-Ambiguous
The GUI and other parts of the software shall be developed using JAVA and J2EE.,NFR,Usability,Non-Ambiguous
The software output shall be viewable in a web browser.,NFR,Functional,Non-Ambiguous
The software shall display information on a monitor screen.,NFR,Functional,Non-Ambiguous
"The software shall interact with mouse movements and clicks to activate data input areas, command buttons, and menu options.",NFR,Usability,Non-Ambiguous
The software shall interact with keyboard keystrokes for data entry.,NFR,Functional,Non-Ambiguous
"Each user shall have a unique username, password, user ID, department affiliation, duration (in years), age, grade, and user role.",NFR,Security,Non-Ambiguous
A user shall be able to create an account using their email address and password.,FR,Functional,Non-Ambiguous
The user shall be able to choose to log in with a Google account.,FR,Functional,Non-Ambiguous
A user shall be able to select the login option (email/password or Google account).,FR,Functional,Non-Ambiguous
The system shall verify the entered login credentials (email/password) and grant access if valid.,FR,Functional,Non-Ambiguous
A user shall be able to view and modify their personal information.,FR,Functional,Non-Ambiguous
A user shall be able to search for courses using keywords.,FR,Functional,Non-Ambiguous
The system shall display a list of courses matching the search criteria.,FR,Functional,Non-Ambiguous
"The course details shall include title, description, price, duration, instructor information, and enrollment details.",FR,Functional,Non-Ambiguous
A user shall be able to enroll in a course.,FR,Functional,Non-Ambiguous
The system shall display the payment options and course fee.,FR,Functional,Non-Ambiguous
A user shall be able to select a payment method and complete the payment.,FR,Functional,Non-Ambiguous
"Upon successful payment, the user shall be enrolled in the course.",FR,Functional,Non-Ambiguous
"The system shall provide separate interfaces for students, faculty, and administrators.",FR,Functional,Non-Ambiguous
The application shall operate on all modern web browsers with all its core functionalities.,NFR,Functional,Non-Ambiguous
The application shall not slow down during peak hours and maintain consistent service quality.,NFR,Maintainability,Non-Ambiguous
"The learning website shall implement security measures to prevent unauthorized access, modification, or deletion of data.",NFR,Security,Non-Ambiguous
The system shall provide a secure login mechanism using advanced encryption algorithms.,NFR,Security,Non-Ambiguous
"Usernames and passwords shall not be shared with anyone (students, faculty, or others).",NFR,Security,Non-Ambiguous
The system shall require customer registration for making purchases.,FR,Functional,Non-Ambiguous
The system shall allow customer login using a valid user ID and password.,FR,Functional,Non-Ambiguous
The system shall enable logged-in customers to modify their shopping cart.,FR,Functional,Non-Ambiguous
"The system shall currently support cash payments, with future expansion for credit/debit cards.",FR,Functional,Non-Ambiguous
The system shall offer a logout option for customers after shopping or browsing.,FR,Functional,Non-Ambiguous
The website shall be compatible with all browsers.,NFR,Functional,Non-Ambiguous
The website shall support screen reader software for disabled users and comply with 508 standards.,NFR,Usability,Non-Ambiguous
The system shall allow users to upload videos.,FR,Functional,Non-Ambiguous
The system shall allow users to search for videos using keywords or other criteria.,FR,Functional,Non-Ambiguous
The system shall allow users to view videos.,FR,Functional,Non-Ambiguous
The platform shall experience minimal to no buffering during video playback.,NFR,Functional,Ambiguous
"The system shall achieve high availability, ensuring videos are accessible even during potential data inconsistencies.",NFR,Functional,Non-Ambiguous
The system shall maintain low latency for a responsive user experience.,NFR,Performance,Non-Ambiguous
Uploaded videos shall be stored reliably with no data loss. High availability takes priority over strict data consistency.,NFR,Functional,Non-Ambiguous
The system shall utilize an object store (S3) for storing large video files.,NFR,Functional,Non-Ambiguous
"The system shall utilize a relational database (MetadataDB) for storing structured video metadata like title, language, size, and duration.",NFR,Functional,Non-Ambiguous
The system shall implement an Elasticsearch cluster to facilitate full-text search functionalities.,NFR,Functional,Non-Ambiguous
"The system shall deliver videos across various devices (mobiles, PCs, TVs) by employing different video encoding formats.",NFR,Functional,Ambiguous
The system shall ensure video reliability through replication and geographical distribution of video files.,NFR,Functional,Non-Ambiguous
The system shall utilize a video splitter to divide large video files into smaller chunks for efficient processing within the system.,NFR,Functional,Non-Ambiguous
"The system shall employ an asynchronous ingestion queue (e.g., Kafka or AWS Kinesis) for processing video data.",NFR,Functional,Non-Ambiguous
"The system shall leverage a Content Delivery Network (CDN) (e.g., AWS Cloudfront or Akamai CDN) to deliver videos with low latency.",NFR,Performance,Non-Ambiguous
"User shall be able to register by entering their name, email, and password, with successful registration if no existing user is found with the same email.",FR,Functional,Non-Ambiguous
System shall initialize username and password for user login and confirm successful login if the credentials are valid.,FR,Functional,Non-Ambiguous
"User shall receive form validation for the input of name, email, and password, with a confirmation message if the inputs are valid.",FR,Functional,Non-Ambiguous
"System shall allow users to update their profile details, including name, email, password, mobile number, address, and date of birth, with successful updates confirmed.",FR,Functional,Non-Ambiguous
"User shall be able to search for flights by entering destination, boarding place, and date of journey, with a display of available flights matching the criteria.",FR,Functional,Non-Ambiguous
"System shall allow users to search for buses using destination, boarding place, and date of journey, displaying available buses according to user requirements.",FR,Functional,Non-Ambiguous
"User shall be able to search for trains by providing destination, boarding place, and date of journey, receiving a display of available trains matching the search criteria.",FR,Functional,Non-Ambiguous
"System shall enable users to search and book hotels by specifying place and date, providing a list of available hotels with cost information, and redirecting to the payment gateway when booking.",FR,Functional,Non-Ambiguous
"User shall confirm booking by selecting a mode of transport and number of travelers, with availability checked and redirection to the payment gateway if seats are available.",FR,Functional,Non-Ambiguous
"System shall allow users to search and book tours by specifying place and number of travelers, providing tour plans with costs, destinations, and accommodations, with redirection to payment gateway for booking.",FR,Functional,Non-Ambiguous
"User shall be able to complete payments by providing card details, with verification against the bank server and successful debits for approved transactions.",FR,Functional,Non-Ambiguous
"System shall allow users to rate and review services by providing comments on tour plans or services, with comments stored in the database and a thank you message displayed.",FR,Functional,Non-Ambiguous
"System shall provide secure access to confidential data, such as user details, by utilizing SSL encryption.",NFR,Security,Non-Ambiguous
System shall maintain 24/7 availability to ensure continuous access and service.,NFR,Availability,Non-Ambiguous
System shall employ optimized component design to achieve better performance during peak usage times.,NFR,Performance,Non-Ambiguous
System shall adopt a flexible service-based architecture to support future expansion and scalability.,NFR,Maintainability,Non-Ambiguous
"The Life Insurance System shall provide registration forms for customers, agents, and employees.",FR,Functional,Non-Ambiguous
The system shall allow agents to send medical reports of customers to the verification department.,FR,Functional,Non-Ambiguous
Verification department employees shall verify and approve or disapprove applications upon receiving requests from agents.,FR,Functional,Non-Ambiguous
The system shall provide an interface for verification department employees to send status reports to finance and legal contract departments.,FR,Functional,Non-Ambiguous
The system shall provide a help link that downloads a user manual and projects it onto the screen when users encounter difficulty using the program.,FR,Functional,Non-Ambiguous
The system shall notify customers about the status of their insurance policies.,FR,Functional,Non-Ambiguous
The system shall maintain consistent security through the use of passwords.,FR,Functional,Non-Ambiguous
The system shall signal the mail message generator to send emails to customers and agents when needed.,FR,Functional,Non-Ambiguous
The system shall communicate with the database through a wireless Ethernet system.,FR,Functional,Non-Ambiguous
"The system shall not have explicit performance requirements, as server requests and responses depend on the end user's internet connection.",NFR,Performance,Non-Ambiguous
The system shall provide redundant storage of all databases on automatic switchover computers to ensure reliability.,NFR,Functional,Non-Ambiguous
The system shall maintain a continuously updated backup of the database to ensure reliability and stability.,NFR,Maintainability,Non-Ambiguous
"The system shall be available at all times, allowing user access via a web browser, except during server downtime.",NFR,Availability,Non-Ambiguous
"In case of hardware failure or database corruption, the system shall display a replacement page and retrieve backups from the server.",NFR,Functional,Non-Ambiguous
The system shall be restarted by the administrator in the event of a failure.,NFR,Functional,Non-Ambiguous
The system shall use an MVC architecture to maintain sessions for better security and performance.,NFR,Performance,Non-Ambiguous
The system shall handle online payments through payment gateways using 128 SSL encryption.,NFR,Security,Non-Ambiguous
The system shall use a commercial database and an application server to maintain the database and site.,NFR,Maintainability,Non-Ambiguous
"The system shall support re-initialization in case of failure, and its software design shall prioritize modularity for efficient maintainability.",NFR,Maintainability,Non-Ambiguous
A sale transaction authorizes and settles the requested amount against the indicated payment method.,FR,Functional,Non-Ambiguous
The system shall receive products' IDs from the bar code reader and weight readings from the automatic weighing scale.,FR,Functional,Non-Ambiguous
"The system shall query the database for product information, calculate the total payable amount after taxes, and create a bill in printable format.",FR,Functional,Non-Ambiguous
The system shall print a formatted bill for the customer.,FR,Functional,Non-Ambiguous
"In case of a network connection error, the system shall handle the error and prevent transaction processing.",FR,Functional,Non-Ambiguous
"The manager shall view sales statistics in various formats such as pie charts, bar graphs, and tabular formats.",FR,Functional,Ambiguous
The system shall accept an item identification parameter and a time period or duration as input.,FR,Functional,Non-Ambiguous
The system shall generate profit statistics based on the database's cost and selling price of the particular product for every transaction during the specified period.,FR,Functional,Non-Ambiguous
The system shall display and allow the manager to print the profit statistics in the requested format.,FR,Functional,Non-Ambiguous
The manager shall update the prices for all items available in the supermarket according to changing market prices.,FR,Functional,Non-Ambiguous
The system shall accept the product identification parameter and new price for the product as input.,FR,Functional,Non-Ambiguous
"The system shall look into the database, display product information, and update the database with the new price.",FR,Functional,Non-Ambiguous
The system shall display the product information with the updated price.,FR,Functional,Non-Ambiguous
The supermarket staff shall add new items to the inventory.,FR,Functional,Non-Ambiguous
The system shall accept the product ID and quantity of the newly arrived product as input.,FR,Functional,Non-Ambiguous
"The system shall check if the product ID exists in the inventory database and update the quantity if it does, otherwise, it shall add new product information to the database.",FR,Functional,Non-Ambiguous
The system shall display a confirmation message regarding the product ID and amount update.,FR,Functional,Non-Ambiguous
The user shall be able to experience high performance with a high-speed network and high connectivity.,NFR,Performance,Non-Ambiguous
The system shall be reliable and the network connectivity in the supermarket shall be stable for smooth operations and data flow.,NFR,Functional,Non-Ambiguous
The user shall have a unique login ID and password stored in the database using SHA-2 hashing algorithm for security.,NFR,Security,Non-Ambiguous
